nombre,apellido,producto,cantidad,precio_unitario,canal_venta
Pedro,Gonzalez,Cielo Monitor,2,683.25,Ecommerce
Maria,Perez,Plus Cafetera,3,235.64,CallCenter
Ana,Lopez,Smart Pantalon,1,123.53,Marketplace
Sofia,Rodriguez,Plus Switch,4,192.53,CallCenter
Jorge,Sanchez,Magna Cafetera,3,16.62,Distribuidor
Maria,Garcia,Aero Camisa,4,65.05,Marketplace
Camila,Ramirez,Elite Plancha,4,27.15,Tienda
carlos,garcia,Sierra Maceta,4,1.47,Distribuidor
camila,lopez,Cordillera Tambor,1,140.82,Tienda
Jorge,Perez,Flex Afeitadora,5,34.21,Tienda
Andres,Lopez,Bosque Gorra,3,6.58,Distribuidor
Ana,Garcia,Prime Perfume,2,73.18,Ecommerce
Pedro,Garcia,Aero Carpa,5,84.34,CallCenter
Pedro,Perez,Sabana Regla,1,127.72,Distribuidor
sofia,lopez,Cool Auriculares,4,93.47,Tienda
Pedro,Lopez,Aqua Balanza,2,401.74,Ecommerce
Camila,Sanchez,Pro ProtectorSolar,3,281.99,Marketplace
Sofia,Perez,Eco Jabon,5,41.14,Distribuidor
Jorge,Rodriguez,Magna Sarten,5,14.98,Tienda
Ana,Hernandez,Cafe Chocolate,2,36.61,Distribuidor
Luisa,Perez,Sabana Copa,1,184.68,Tienda
Andres,Garcia,Flex Teclado,3,101.84,Marketplace
Carlos,Martinez,Opti Olla,2,14.27,CallCenter
Andres,Hernandez,Flex Balon,4,46.98,Distribuidor
Andres,Hernandez,Basic Guante,3,33.33,Distribuidor
Pedro,Gonzalez,Lago Carpeta,5,35.3,Distribuidor
Jorge,Sanchez,Fresh Microfono,2,871.61,Distribuidor
Luisa,Martinez,Flex Tripode,5,748.67,Distribuidor
Jorge,Martinez,Silver Raqueta,5,245.96,CallCenter
Jorge,Martinez,Bosque Boligrafo,5,205.19,Ecommerce
Jorge,Hernandez,Cielo Biberon,1,26.95,Tienda
Pedro,Diaz,Elite Lampara,5,159.62,Ecommerce
Carlos,Rodriguez,Metro Cinta,4,11.18,Ecommerce
Camila,Ramirez,Pacifica Archivador,4,123.5,Marketplace
Ana,Diaz,Quick Resaltador,3,43.85,Distribuidor
Juan,Martinez,Selva Estante,5,155.07,Ecommerce
Andres,Gonzalez,Andino Microfono,5,80.66,CallCenter
Sofia,Rodriguez,Opti PowerBank,2,64.06,Tienda
Jorge,Martinez,Mini Tambor,1,168.27,Marketplace
Ana,Gonzalez,Basic Shampoo,3,132.24,CallCenter
Camila,Perez,Cool Plato,5,28.06,CallCenter
Luisa,Sanchez,Opti Cafetera,2,571.36,Ecommerce
Carlos,Rodriguez,Sabana Balon,1,29.17,Marketplace
Luisa,Ramirez,Andes Regla,3,98.16,Tienda
Luisa,Martinez,Silver Patin,3,309.38,Ecommerce
Maria,Hernandez,Lago Biberon,5,254.47,CallCenter
Sofia,Ramirez,Nova Parlante,3,507.19,Tienda
Jorge,Lopez,Nova Resaltador,2,84.72,CallCenter
Carlos,Diaz,Llanero Plancha,3,52.52,Ecommerce
Juan,Rodriguez,Andino Balon,4,53.37,Tienda
Carlos,Gonzalez,Mini Chaqueta,2,40.57,Ecommerce
Andres,Perez,Cielo Pegante,1,12.26,CallCenter
Andres,Martinez,Giga Carpa,1,101.08,Tienda
Maria,Hernandez,Lago Tambor,5,29.31,CallCenter
Sofia,Ramirez,Plus Mousepad,5,115.16,Marketplace
Luisa,Garcia,Royal Galleta,4,41.35,Marketplace
Pedro,Martinez,Eco Parlante,1,183.57,Ecommerce
camila,garcia,Silver Carpeta,1,22.38,Distribuidor
Pedro,Martinez,Cool Microfono,1,127.61,Ecommerce
Ana,Diaz,Llanero Jabon,1,21.5,CallCenter
Pedro,Diaz,Lite Extensor,3,126.66,Marketplace
Ana,Diaz,Opti Monitor,2,32.9,Marketplace
Juan,Martinez,Aqua Linterna,2,68.61,Distribuidor
Andres,Sanchez,Cacao Mousepad,4,88.81,Tienda
Maria,Perez,Max Tijera,3,45.91,Marketplace
Jorge,Gonzalez,Cafetal Patin,1,14.46,CallCenter
luisa,hernandez,Cafetal Sacapuntas,1,193.7,Distribuidor
Jorge,Hernandez,Magna Auriculares,5,85.68,Distribuidor
Andres,Perez,Cacao Archivador,5,15.8,Tienda
Carlos,Diaz,Eco Toalla,4,105.29,Distribuidor
Andres,Garcia,Flex Talonario,1,30.2,Distribuidor
Camila,Perez,Lago Teclado,4,84.82,CallCenter
Juan,Lopez,Montana Microfono,3,114.41,Ecommerce
Camila,Martinez,Max Tijera,2,45.91,Marketplace
Luisa,Martinez,Omega Archivador,1,45.41,Tienda
Pedro,Sanchez,Crystal Teclado,3,51.26,CallCenter
Maria,Lopez,Pacifica Mesa,1,188.51,CallCenter
Camila,Perez,Golden Balon,5,126.86,CallCenter
Sofia,Hernandez,Opti Agenda,4,94.06,Tienda
Andres,Ramirez,Max Linterna,5,273.36,CallCenter
Luisa,Lopez,Plus Cepillo,2,37.04,Tienda
Luisa,Ramirez,Eco Perfume,5,243.71,Distribuidor
Carlos,Sanchez,Prime Cepillo,1,42.25,Distribuidor
Pedro,Rodriguez,Aqua Tambor,5,23.8,Distribuidor
ana,diaz,Bright Switch,1,113.63,Ecommerce
Ana,Gonzalez,Andino Maceta,2,25.64,Distribuidor
Carlos,Diaz,Cafe Tijera,5,506.63,CallCenter
Sofia,Ramirez,Golden Patin,4,84.29,Ecommerce
Jorge,Garcia,Magna Talonario,4,14.15,Distribuidor
Jorge,Sanchez,Cordillera Toalla,4,97.25,Distribuidor
Camila,Diaz,Opti Rompecabezas,5,122.47,CallCenter
Camila,Rodriguez,Pacifica Chocolate,5,25.62,CallCenter
Andres,Martinez,Pro Marcador,5,88.68,Ecommerce
Juan,Gonzalez,Mini Cargador,1,14.75,Tienda
Juan,Gonzalez,Andino Zapatilla,2,363.38,Marketplace
Pedro,Hernandez,Pro Shampoo,4,225.16,CallCenter
Jorge,Ramirez,Alpha Toalla,1,129.82,CallCenter
Pedro,Sanchez,Andino Guante,4,123.72,Marketplace
Sofia,Sanchez,Nano Afeitadora,1,64.59,Marketplace
Maria,Perez,Royal Guante,5,734.04,Distribuidor
Juan,Ramirez,Oro Sarten,4,62.7,CallCenter
Sofia,Rodriguez,Nova Gorra,5,103.82,Tienda
Andres,Gonzalez,Active Biberon,4,110.64,Marketplace
Ana,Hernandez,Oro Muñeco,3,167.22,CallCenter
Pedro,Perez,Bright Agenda,1,196.88,Ecommerce
Sofia,Perez,Royal Tambor,3,125.86,Distribuidor
jorge,lopez,Elite Teclado,1,17.07,Ecommerce
Camila,Perez,Pro Router,2,101.68,Distribuidor
luisa,gonzalez,Silver Patin,4,309.38,Marketplace
Maria,Diaz,Basic Galleta,2,193.17,Distribuidor
Sofia,Martinez,Plus Auriculares,2,23.98,Marketplace
Maria,Martinez,Omega Guitarra,1,226.85,Ecommerce
Carlos,Garcia,Plus Switch,3,192.53,Ecommerce
Ana,Garcia,Silver Extensor,5,56.6,CallCenter
Sofia,Sanchez,Opti Olla,1,14.27,CallCenter
Sofia,Diaz,Lago Regla,5,217.88,Ecommerce
Carlos,Martinez,Fresh Talonario,2,40.67,Marketplace
Andres,Diaz,Eco Mochila,5,23.85,Tienda
Luisa,Rodriguez,Active Maceta,3,162.78,Marketplace
Camila,Diaz,Nano Plancha,1,180.96,Tienda
Carlos,Gonzalez,Llanero Biberon,3,90.93,CallCenter
Maria,Martinez,Royal Jabon,3,60.75,Distribuidor
Juan,Lopez,Andino Galleta,1,92.8,Distribuidor
Camila,Gonzalez,Llanero Pegante,3,213.29,Marketplace
Jorge,Lopez,Sabana Lampara,4,21.06,CallCenter
Camila,Diaz,Quick Patin,4,283.92,Marketplace
Sofia,Martinez,Prime Patin,4,86.95,Tienda
Sofia,Rodriguez,Plus Lampara,5,223.33,Ecommerce
Carlos,Garcia,Flex Switch,3,120.55,CallCenter
Jorge,Hernandez,Omega Papel,1,34.3,Ecommerce
Juan,Garcia,Bosque Talonario,1,25.76,Marketplace
Luisa,Lopez,Sierra Patin,5,53.05,Distribuidor
Ana,Martinez,Sabana Chocolate,1,9.84,Marketplace
ana,hernandez,Lago Sarten,4,79.95,CallCenter
Sofia,Garcia,Eco Guante,3,146.63,Tienda
Sofia,Hernandez,Plus Talonario,1,12.27,Tienda
Juan,Diaz,Cacao Afeitadora,1,107.28,Distribuidor
Luisa,Ramirez,Crystal Chaqueta,2,15.01,CallCenter
Jorge,Perez,Silver Microfono,2,72.81,CallCenter
Maria,Martinez,Opti Sarten,2,33.77,CallCenter
Maria,Perez,Neo Cepillo,3,142.56,Distribuidor
Luisa,Lopez,Opti Cuchillo,4,95.03,Ecommerce
Maria,Ramirez,Giga Cereal,4,80.24,Ecommerce
Sofia,Sanchez,Giga Carpeta,4,32.68,Marketplace
Carlos,Garcia,Montana PowerBank,3,163.45,Tienda
Camila,Sanchez,Andes Cinta,3,63.47,Distribuidor
Ana,Lopez,Sabana Microfono,2,35.78,CallCenter
Luisa,Gonzalez,Andes Camisa,1,20.88,CallCenter
Luisa,Lopez,Bosque Lampara,5,82.39,Tienda
Juan,Sanchez,Opti Resaltador,5,193.39,Tienda
Jorge,Perez,Alpha Teclado,1,9.21,CallCenter
andres,diaz,Royal Mousepad,2,94.5,Tienda
Carlos,Hernandez,Aqua Monitor,1,436.13,Tienda
Luisa,Sanchez,Power Carpa,1,99.41,Ecommerce
Sofia,Garcia,Nano Tijera,5,33.73,CallCenter
Ana,Martinez,Llanero ProtectorSolar,2,27.74,Ecommerce
Camila,Sanchez,Montana Raqueta,3,47.57,Distribuidor
Jorge,Diaz,Lite Pantalon,5,87.51,CallCenter
Juan,Sanchez,Flex Linterna,3,99.67,Marketplace
Andres,Ramirez,Montana Tijera,2,209.77,Tienda
Sofia,Rodriguez,Cacao Drone,1,28.44,Distribuidor
Camila,Lopez,Neo Carpa,4,19.89,Distribuidor
Maria,Sanchez,Cordillera Tripode,4,143.39,Distribuidor
Pedro,Diaz,Active Marcador,2,310.53,Tienda
Pedro,Ramirez,Cielo Pelota,4,32.45,Ecommerce
Maria,Garcia,Basic Pantalon,3,764.53,CallCenter
Andres,Ramirez,Cacao Webcam,4,662.02,CallCenter
Carlos,Lopez,Aero Afeitadora,2,108.48,Ecommerce
Maria,Garcia,Lago Chocolate,2,164.92,Distribuidor
Andres,Perez,Andes Tambor,3,60.93,Marketplace
Sofia,Diaz,Andino Copa,4,104.93,Ecommerce
Camila,Rodriguez,Max Tijera,4,45.91,Marketplace
Pedro,Sanchez,Andes Chaqueta,1,94.97,Distribuidor
Ana,Lopez,Plus Mouse,5,106.19,Tienda
Sofia,Lopez,Opti Botella,2,41.39,Marketplace
Ana,Hernandez,Nano ProtectorSolar,1,46.7,Ecommerce
Pedro,Garcia,Oro Maceta,2,60.06,Marketplace
Ana,Martinez,Oro Galleta,1,90.43,Distribuidor
Ana,Hernandez,Magna Boligrafo,5,28.63,Tienda
Jorge,Garcia,Active Crema,1,408.41,Ecommerce
Pedro,Hernandez,Power Silla,2,158.03,Ecommerce
Camila,Garcia,Prime Shampoo,4,62.42,Ecommerce
Ana,Martinez,Metro Sarten,2,337.3,CallCenter
Andres,Ramirez,Magna Mesa,3,7.93,Tienda
Ana,Garcia,Elite Toalla,3,125.25,Distribuidor
jorge,perez,Llanero Sarten,3,48.01,Ecommerce
Jorge,Hernandez,Opti Afeitadora,3,104.66,Marketplace
Sofia,Perez,Golden Botella,5,86.38,Marketplace
Ana,Sanchez,Aero Raqueta,4,1.79,CallCenter
Pedro,Hernandez,Cielo Muñeco,4,30.43,Tienda
Juan,Rodriguez,Mini Carpeta,2,190.9,Marketplace
Juan,Hernandez,Metro Tripode,1,416.87,Tienda
Andres,Diaz,Eco Carpa,2,19.58,CallCenter
Carlos,Sanchez,Plus Guitarra,2,67.2,Tienda
Ana,Hernandez,Aqua Plato,2,75.37,Tienda
Ana,Hernandez,Active Mouse,2,5.73,Tienda
Juan,Hernandez,Selva Cuaderno,4,14.67,Distribuidor
Jorge,Diaz,Nano Licuadora,1,148.8,CallCenter
Carlos,Perez,Magna Olla,2,18.12,CallCenter
Maria,Ramirez,Cafe Switch,4,8.81,CallCenter
Andres,Hernandez,Silver Tambor,2,787.91,CallCenter
Jorge,Garcia,Quick Mesa,3,164.25,CallCenter
Carlos,Lopez,Power Balanza,2,170.66,Marketplace
Luisa,Garcia,Cafetal Webcam,2,183.12,Marketplace
Sofia,Diaz,Cordillera Camisa,5,322.6,Distribuidor
Jorge,Garcia,Cafe Cargador,3,20.65,CallCenter
Camila,Martinez,Bosque Zapatilla,1,77.55,CallCenter
Pedro,Hernandez,Aqua Switch,2,53.49,Distribuidor
Maria,Sanchez,Active Archivador,1,201.4,Ecommerce
Luisa,Diaz,Cordillera Switch,3,3.46,Ecommerce
Andres,Diaz,Cielo Mouse,2,92.74,Marketplace
Ana,Gonzalez,Eco Mouse,5,78.88,Ecommerce
Maria,Ramirez,Cordillera Shampoo,4,278.49,Tienda
Ana,Gonzalez,Cielo Termo,5,235.62,CallCenter
Pedro,Lopez,Aero Extensor,5,87.81,Distribuidor
Sofia,Ramirez,Golden Talonario,4,52.06,Ecommerce
Camila,Rodriguez,Cool Sarten,4,551.97,Marketplace
Camila,Diaz,Lite Biberon,4,23.68,Ecommerce
Jorge,Lopez,Active Semilla,2,256.94,Distribuidor
Andres,Sanchez,Montana Raqueta,1,47.57,Tienda
Camila,Hernandez,Andino Rompecabezas,1,32.52,CallCenter
Carlos,Diaz,Pacifica Teclado,4,39.97,Ecommerce
Jorge,Lopez,Flex Plancha,5,33.02,Ecommerce
Camila,Diaz,Omega Balanza,3,72.61,Distribuidor
Andres,Sanchez,Max Shampoo,4,4.24,CallCenter
Carlos,Hernandez,Plus Colchoneta,5,155.35,Distribuidor
Ana,Sanchez,Lite Carpa,5,56.79,Tienda
Luisa,Rodriguez,Prime Tijera,2,16.47,Distribuidor
Andres,Perez,Smart Boligrafo,2,882.1,Marketplace
Carlos,Ramirez,Sierra Resaltador,1,13.23,CallCenter
Maria,Lopez,Cielo Licuadora,1,24.3,Distribuidor
Ana,Martinez,Elite Extensor,3,102.25,CallCenter
Carlos,Diaz,Llanero Guitarra,3,69.89,CallCenter
Carlos,Garcia,Lago Linterna,3,127.82,Ecommerce
Maria,Martinez,Cafetal Gorra,3,83.95,Distribuidor
carlos,hernandez,Lite Cuaderno,5,7.23,CallCenter
Ana,Lopez,Selva Cepillo,5,84.83,Tienda
Camila,Rodriguez,Sierra Microfono,1,35.13,Distribuidor
Camila,Hernandez,Llanero Agenda,2,3.38,Marketplace
Ana,Diaz,Nano Estante,2,7.37,Distribuidor
Luisa,Martinez,Paisa Guitarra,4,165.75,Ecommerce
Camila,Gonzalez,Nova Raqueta,5,99.48,Tienda
Juan,Sanchez,Nano Cargador,3,122.35,Tienda
Ana,Perez,Elite Toalla,3,125.25,Tienda
Sofia,Garcia,Fresh Licuadora,4,39.35,Marketplace
Andres,Sanchez,Cordillera Mousepad,2,117.41,Tienda
Ana,Ramirez,Andes Licuadora,3,82.5,Distribuidor
Luisa,Perez,Crystal Microfono,2,313.97,Ecommerce
Carlos,Lopez,Basic Lampara,4,42.23,CallCenter
Maria,Martinez,Cacao Pegante,2,8.92,Distribuidor
Luisa,Garcia,Silver Afeitadora,2,73.75,Tienda
Jorge,Sanchez,Cielo Botella,2,230.39,Ecommerce
Ana,Garcia,Royal Teclado,3,107.82,Marketplace
Camila,Diaz,Eco Balon,1,10.01,Distribuidor
Andres,Gonzalez,Montana Cepillo,5,89.66,CallCenter
Pedro,Hernandez,Cacao Mochila,2,244.78,Tienda
Camila,Lopez,Selva Telefono,2,67.3,Tienda
Andres,Diaz,Mini Plancha,2,197.16,CallCenter
Ana,Diaz,Magna Semilla,1,164.23,Distribuidor
Pedro,Diaz,Cacao Regla,4,44.16,CallCenter
Jorge,Garcia,Alpha Lampara,3,168.85,Distribuidor
Sofia,Diaz,Cafetal Chocolate,1,90.41,Distribuidor
Andres,Garcia,Royal Jabon,2,60.75,CallCenter
Jorge,Lopez,Aero Guante,1,65.76,Distribuidor
Sofia,Ramirez,Magna Monitor,1,90.55,Distribuidor
Ana,Sanchez,Smart Webcam,1,18.84,Tienda
Juan,Perez,Cordillera Cepillo,4,28.3,Marketplace
Juan,Diaz,Pacifica Balanza,5,123.64,Ecommerce
Camila,Lopez,Bright Auriculares,3,611.34,Distribuidor
Juan,Rodriguez,Active Tambor,4,62.74,CallCenter
Camila,Garcia,Pacifica Gorra,4,121.28,Ecommerce
Pedro,Lopez,Flex Cepillo,5,15.28,Ecommerce
Sofia,Hernandez,Bright Boligrafo,4,346.37,Marketplace
Carlos,Lopez,Cielo Cargador,1,118.48,Tienda
Ana,Ramirez,Crystal Olla,1,50.12,Tienda
Ana,Lopez,Magna Pantalon,2,201.75,Tienda
Maria,Diaz,Lago Patin,4,140.51,Marketplace
luisa,ramirez,Mini Cereal,2,145.62,CallCenter
Pedro,Perez,Pro Auriculares,3,47.09,Marketplace
Andres,Rodriguez,Pacifica Plato,1,44.02,Distribuidor
Andres,Diaz,Opti Drone,3,188.09,Tienda
Andres,Hernandez,Crystal Muñeco,5,189.1,Tienda
Sofia,Sanchez,Pacifica Licuadora,1,2.78,Marketplace
Luisa,Hernandez,Pro Crema,3,23.18,Tienda
Ana,Garcia,Paisa Tripode,5,95.83,CallCenter
Ana,Ramirez,Nova Biberon,3,102.56,CallCenter
pedro,lopez,Max PowerBank,5,17.61,Ecommerce
Camila,Sanchez,Aero PowerBank,5,131.29,CallCenter
Juan,Sanchez,Andino Cepillo,1,21.55,Ecommerce
Juan,Lopez,Neo Archivador,2,24.97,CallCenter
Sofia,Martinez,Andes Cuchillo,5,10.2,Ecommerce
andres,rodriguez,Eco Cinta,5,142.22,CallCenter
Andres,Garcia,Mini Cuaderno,1,56.19,CallCenter
Juan,Martinez,Llanero Resaltador,2,1.72,Distribuidor
Ana,Garcia,Lite Archivador,4,26.75,Distribuidor
andres,martinez,Aqua ProtectorSolar,4,670.6,Marketplace
Camila,Martinez,Crystal Tambor,2,687.72,Tienda
Luisa,Diaz,Aqua Crema,3,155.76,CallCenter
Luisa,Gonzalez,Royal Olla,1,60.73,CallCenter
Luisa,Ramirez,Aero Sarten,2,138.96,Distribuidor
Ana,Hernandez,Cafetal Auriculares,4,29.61,Tienda
jorge,hernandez,Cool Extensor,5,151.65,Distribuidor
Luisa,Lopez,Power Switch,4,28.81,Distribuidor
Maria,Lopez,Lago Plancha,5,32.0,Ecommerce
Luisa,Hernandez,Giga Cepillo,1,85.11,CallCenter
Ana,Lopez,Alpha Extensor,5,78.14,CallCenter
Sofia,Diaz,Fresh Agenda,2,10.45,Marketplace
Camila,Sanchez,Lago Webcam,5,18.35,Ecommerce
Ana,Perez,Aqua Cafetera,3,235.43,Tienda
Ana,Diaz,Llanero Pegante,2,213.29,Ecommerce
Ana,Gonzalez,Crystal Archivador,1,69.26,Tienda
Pedro,Sanchez,Oro Chocolate,2,258.97,Distribuidor
Camila,Hernandez,Mini Balon,3,75.77,Tienda
Juan,Hernandez,Selva Plato,1,271.28,Marketplace
Ana,Hernandez,Lago Tenedor,4,121.71,Ecommerce
Luisa,Sanchez,Llanero Sarten,3,48.01,Distribuidor
Carlos,Sanchez,Prime Camisa,1,91.83,CallCenter
Pedro,Gonzalez,Max Toalla,5,51.92,Tienda
Pedro,Perez,Silver Carpeta,2,22.38,Tienda
Juan,Perez,Andino Gorra,1,205.84,Marketplace
Juan,Diaz,Paisa Pegante,2,28.39,Marketplace
Camila,Garcia,Aqua Webcam,5,261.92,CallCenter
Jorge,Gonzalez,Max Router,1,152.98,Tienda
Jorge,Rodriguez,Andino Guitarra,4,50.2,Marketplace
Ana,Lopez,Smart Parlante,3,130.75,CallCenter
Maria,Garcia,Omega Cargador,1,157.22,Marketplace
Juan,Perez,Lago Mousepad,5,584.81,Marketplace
Juan,Gonzalez,Alpha Botella,1,38.37,Marketplace
Ana,Hernandez,Crystal Guitarra,2,47.72,Tienda
Andres,Ramirez,Bosque Balanza,1,119.42,Ecommerce
Sofia,Gonzalez,Giga Sacapuntas,4,22.21,Distribuidor
Camila,Gonzalez,Sierra Linterna,1,201.68,CallCenter
Carlos,Ramirez,Prime Lampara,3,11.39,Marketplace
Camila,Garcia,Elite Afeitadora,1,49.18,CallCenter
Ana,Hernandez,Silver Guitarra,2,6.6,Tienda
Luisa,Lopez,Cafe Sarten,1,125.08,Distribuidor
Luisa,Lopez,Cordillera Zapatilla,4,158.18,CallCenter
Pedro,Martinez,Crystal Olla,5,50.12,Marketplace
Ana,Hernandez,Selva Tenedor,1,108.42,Tienda
Sofia,Gonzalez,Max Shampoo,1,4.24,Ecommerce
Luisa,Sanchez,Andes Cuaderno,3,55.78,Marketplace
Pedro,Perez,Cool Termo,4,109.22,Distribuidor
Jorge,Lopez,Oro Toalla,5,16.76,Ecommerce
Camila,Gonzalez,Power Licuadora,2,7.34,Tienda
Juan,Perez,Flex Copa,1,166.54,Ecommerce
Camila,Hernandez,Active Termo,5,582.96,Marketplace
Andres,Hernandez,Prime Telefono,2,63.54,CallCenter
sofia,martinez,Rio Botella,4,107.57,Marketplace
Maria,Perez,Active Mochila,4,15.2,Distribuidor
Jorge,Rodriguez,Paisa Semilla,5,38.18,CallCenter
Juan,Ramirez,Montana Perfume,2,244.9,Distribuidor
Sofia,Garcia,Andes Rompecabezas,4,24.6,CallCenter
Juan,Ramirez,Magna Pelota,5,702.25,Tienda
Jorge,Lopez,Smart Botella,4,430.69,Distribuidor
Andres,Rodriguez,Cafetal Guitarra,4,695.96,Tienda
Luisa,Hernandez,Crystal Balanza,4,747.3,CallCenter
Camila,Rodriguez,Opti Router,3,101.66,Ecommerce
Andres,Rodriguez,Flex Plancha,2,33.02,Tienda
Maria,Lopez,Cielo Tenedor,5,301.58,Marketplace
Carlos,Lopez,Fresh ProtectorSolar,5,351.76,Ecommerce
Ana,Diaz,Cafetal Switch,2,140.79,Tienda
Pedro,Sanchez,Cafetal Cereal,2,5.37,CallCenter
maria,martinez,Lago Pantalon,2,137.14,CallCenter
Camila,Hernandez,Lite Cargador,2,105.06,CallCenter
Pedro,Martinez,Prime Copa,1,61.59,Distribuidor
Ana,Diaz,Prime Mouse,5,77.3,Distribuidor
Carlos,Diaz,Cordillera Estante,1,115.54,Marketplace
Juan,Hernandez,Andes Balon,4,207.51,Distribuidor
Andres,Ramirez,Prime Botella,4,35.92,CallCenter
Maria,Diaz,Selva Colchoneta,5,107.11,Ecommerce
Luisa,Rodriguez,Plus Shampoo,4,84.35,Marketplace
Sofia,Rodriguez,Sierra Resaltador,2,13.23,CallCenter
Juan,Perez,Bright Shampoo,1,191.62,CallCenter
Maria,Perez,Quick ProtectorSolar,2,135.67,Marketplace
Sofia,Rodriguez,Sabana Telefono,4,4.46,CallCenter
Ana,Gonzalez,Rio Lampara,1,38.81,Marketplace
Carlos,Rodriguez,Flex Tijera,2,155.22,Ecommerce
Jorge,Perez,Cordillera Monitor,5,935.71,Marketplace
Andres,Martinez,Nano Plato,2,750.81,CallCenter
Camila,Perez,Paisa Crema,4,73.2,Marketplace
Carlos,Rodriguez,Omega Router,1,286.8,Distribuidor
Maria,Garcia,Sierra ProtectorSolar,5,73.52,CallCenter
Andres,Gonzalez,Cool Agenda,1,52.3,Distribuidor
Andres,Diaz,Quick Jabon,5,85.99,CallCenter
Pedro,Gonzalez,Nano Talonario,1,566.11,Ecommerce
Andres,Garcia,Lago Regla,4,217.88,Ecommerce
Camila,Lopez,Sierra Pelota,5,261.03,Marketplace
Pedro,Perez,Selva Archivador,3,41.82,Ecommerce
Sofia,Lopez,Active Botella,1,106.4,CallCenter
Carlos,Rodriguez,Crystal Tenedor,1,147.22,CallCenter
Carlos,Perez,Active Cargador,2,41.9,Ecommerce
Jorge,Rodriguez,Cacao Regla,5,44.16,Marketplace
Luisa,Perez,Bosque Termo,3,68.11,Marketplace
Ana,Sanchez,Fresh Raqueta,4,167.18,Tienda
Andres,Garcia,Bosque Estante,2,13.07,CallCenter
Pedro,Rodriguez,Cafe Pegante,3,161.25,Distribuidor
Carlos,Rodriguez,Royal Carpeta,5,61.47,Marketplace
Ana,Rodriguez,Rio Cable,3,10.1,Tienda
Camila,Sanchez,Cool Webcam,1,81.87,Ecommerce
ana,martinez,Royal Extensor,1,21.67,CallCenter
Ana,Gonzalez,Flex Shampoo,2,57.97,CallCenter
Andres,Hernandez,Nova Plato,5,63.34,Tienda
Andres,Perez,Omega Cafetera,5,118.2,Distribuidor
Pedro,Gonzalez,Lago Linterna,3,127.82,Ecommerce
Sofia,Rodriguez,Bosque Regla,2,5.63,CallCenter
Luisa,Garcia,Crystal PowerBank,5,114.48,Tienda
Pedro,Ramirez,Cafe Silla,1,75.21,CallCenter
Andres,Rodriguez,Paisa Mouse,3,87.93,Ecommerce
Pedro,Lopez,Llanero Balanza,4,9.79,Ecommerce
Sofia,Garcia,Cielo Marcador,1,169.49,Ecommerce
Jorge,Martinez,Lago Webcam,2,18.35,CallCenter
Jorge,Diaz,Cordillera Tenedor,5,141.23,CallCenter
Camila,Sanchez,Selva Perfume,1,72.07,Distribuidor
Andres,Rodriguez,Montana Raqueta,4,47.57,Marketplace
Jorge,Hernandez,Smart Pegante,4,155.36,CallCenter
Sofia,Perez,Montana Tambor,2,127.82,Ecommerce
Camila,Perez,Cool Regla,1,30.4,Distribuidor
Camila,Garcia,Prime Cuchillo,3,356.32,Tienda
Luisa,Lopez,Magna Archivador,1,3.44,Marketplace
Sofia,Martinez,Royal Extensor,4,21.67,CallCenter
Jorge,Hernandez,Cool Estante,2,30.82,Distribuidor
Juan,Sanchez,Cafetal Rompecabezas,2,29.12,CallCenter
Jorge,Diaz,Omega Biberon,3,608.52,Distribuidor
Luisa,Martinez,Aero Patin,2,106.01,Ecommerce
Maria,Lopez,Basic Cuchillo,2,89.16,Ecommerce
Maria,Diaz,Lite Auriculares,2,37.57,Distribuidor
Juan,Sanchez,Cielo Linterna,2,238.32,Marketplace
Juan,Garcia,Mini Guante,2,14.06,Distribuidor
Luisa,Garcia,Cafe Cereal,4,94.01,Tienda
Ana,Rodriguez,Max Cereal,1,570.85,Tienda
Maria,Lopez,Giga Parlante,5,345.37,Marketplace
Andres,Gonzalez,Bright Balon,2,49.38,Ecommerce
Jorge,Martinez,Metro Monitor,5,26.67,Tienda
Maria,Ramirez,Cafetal Galleta,5,128.94,Distribuidor
Andres,Ramirez,Nova Zapatilla,4,8.27,Marketplace
Luisa,Rodriguez,Aqua Pegante,2,691.7,Marketplace
Carlos,Garcia,Mini Silla,5,18.17,CallCenter
Andres,Rodriguez,Flex Guitarra,2,192.39,CallCenter
luisa,perez,Pro Lampara,3,88.49,Tienda
ana,ramirez,Pro Cafetera,3,21.76,Tienda
Juan,Lopez,Power Perfume,3,14.89,CallCenter
Juan,Hernandez,Golden Mochila,5,118.37,Ecommerce
Luisa,Lopez,Flex Biberon,3,31.08,Tienda
Carlos,Lopez,Aero Tijera,4,116.63,Ecommerce
Jorge,Martinez,Pro Linterna,4,82.71,Ecommerce
Carlos,Diaz,Mini Colchoneta,5,23.41,Distribuidor
Pedro,Martinez,Sierra Rompecabezas,2,63.38,Marketplace
Maria,Hernandez,Oro Pelota,1,138.53,Ecommerce
Jorge,Rodriguez,Silver Colchoneta,2,179.43,Ecommerce
Ana,Gonzalez,Silver Tenedor,2,230.91,CallCenter
Pedro,Rodriguez,Andes Bicicleta,2,26.25,Distribuidor
Carlos,Gonzalez,Andes Toalla,2,89.59,Marketplace
Sofia,Ramirez,Sabana Muñeco,1,1.9,Distribuidor
Sofia,Gonzalez,Giga Cepillo,3,85.11,Ecommerce
Camila,Hernandez,Andes Crema,2,85.49,Tienda
